1 - | Kصحيح
151 - | Zأخرجه الترمذي في أواخر باب الزهد. وقال هذا حديث حسن صحيحS [ش (وما يؤذى أحد) أي منكم ما أوذي رسول الله صلى الله عليه وسلم. (أخفت) أي خوفت في دين الله تعالى. وما يخاف أحد مثل تلك الإخافة. (ثالثة) أي ليلة ثالثة. (ذو كبد) أي ذو حياة. (إلا ما وارى) أي إلا بمقدار ما يحمل بلال ويواريه تحت إبطه] .Kصحيح
152 - | Kضعيف
153 - | Zفي الزوائد إسناده صحيحS [ش (ادن) أي كن قريبا مني. (إلا عمار) بالرفع بدل من " أحد ". (مما عذبه) أي من أجله. وما " ما " مصدرية] .Kصحيح
154 - | S [ش (وأفرضهم) أي أكثرهم علما بالفرائض] .Kصحيح
155 - | Kصحيح
156 - | S [ش (ما أقلت الغبراء) أي ما حملت الأرض. يقال قاله وأقاله واستقله حمله. والغبراء الأرض. والخضراء السماء. (لهجة) اللهجة اللسان وما ينطق به من الكلام] .Kصحيح
157 - | S [ش (سرقة) قطعة من الحرير الأبيض أو الحرير مطلقا. (يتداولونها بينهم) أي يأخذها بعضهم من بعض تعجبا من لينها وحسنها] .Kصحيح
158 - | Kصحيح
159 - | S [ش (ما حجبني) أي ما منعني الدخول عليه حين أردت ذلك] .Kصحيح
160 - | Kصحيح
161 - | Zفي الزوائد إسناده صحيحS [ش (مد) المد مكيال معلوم وهو رطل وثلث عند أهل الحجاز. (نصفيه) النصيف لغة في النصف] .Kصحيح
162 - | Kحسن
163 - | Kصحيح
164 - | Zفي الزوائد إسناده ضعيف. والآفة من عبد المهيمن وباقي رجاله ثقاتS [ش (شعار) الشعار ما ولي الجسد من الثياب. (دثار) والدثار ثوب يكون فوق ذلك. (شعبا) الشعب الطريق في الجبل أو انفراج بين جبلين. (ولولا الهجرة) أي لولا شرفها وجلالة قدرها عند الله] .Kصحيح
165 - | Zفي الزوائد إسناده ضعيف.Kضعيف جدا بهذا اللفظ صحيح بلفظ اللهم اغفر للأنصار وأبناء الأنصار. . ق
166 - | S [ش (الحكمة) الظاهر أنه يراد بها السنة لأنها قرنت بالكتاب. قال تعالى {ويعلمهم الكتاب والحكمة} ] .Kصحيح
167 - | S [ش (مخدج) اسم مفعول من " أخدج " أي ناقص اليد أي قصيرها. (مودن) كمخدع لفظا ومعنى. (مثدون) أي صغير اليد مجتمعها. والمثدون الناقص الخلق. (تبطروا) كتفرحوا لفظا ومعنى] .Kصحيح
168 - | S [ش (أحداث الأسنان) أي صغار الأسنان أي ضعفاء الأسنان. فإن حداثة السن محل للفساد عادة. (سفهاء الأحلام) ضعفاء العقول. جمع حلم وهو العقل. (يقولون من خير قول الناس) أي يقولون قولا هو من خير قول الناس أي ظاهرا. (تراقيهم) جمع ترقوة وهو العظم الذي بين ثغرة الحر والعاتق. وهما ترقوتان من الجانبين. والمعنى أن قراءتهم لا يرفعها الله ولا يقبلها كأنها لم تجاوز حلوقهم. (يمرقون) المرق خروج السهم من الرمية من الجانب الأخر. (الرمية) الصيد الذي ترميه فينفذ فيه السهم] .Kصحيح
169 - | S [ش (الحرورية) نسبة إلى حروراء وهو موضع قريب من الكوفة وهم الخوارج لأن خروجهم كان منها. (يتعبدون) أي يتكلفون العبادة. (يحقر) أي يعد صلاته حقيرة قليلة بالنظر إلى صلاتهم. (أخذ) أي الرامي فلم ير شيئا من الدم ملصوقا به لسرعة خروجه. (نصله) النصل حديدة السهم والرمح والسيف مالم يكن له مقبض. (رصافة) جمع رصفة وهو عصب يلوي على مدخل النصل في السهم. (قدحه) القدح اسم السهم قبل أن يراش. (القذذ) جمع قذة هي ريش السهم. (تماري) أي شك في تعلق شيء من الدم بالريش] .Kصحيح
170 - | S [ش (هم شرار الخلق والخليقة) الخلق الناس. والخليقة البهائم. وقيل هما بمعنى. ويريديها جميع الخلق] .Kصحيح
171 - | Zفي الزوائد هذا إسناده ضعيف.Kصحيح
172 - | Zفي الزوائد إسناده صحيحS [ش (الجعرأنة) الجعرأنة الجعرأنة موضع بقرب مكة. (التبر) الذهب والفضة قبل أن يصاغ] .Kصحيح
173 - | Zفي الزوائد أن رجال الإسناد ثقات. إلا أن فيه أنقطاعا.Kصحيح
174 - | Zفي الزوائد إسناده صحيح. وقد احتج البخاري بجميع رواتهS [ش (نشء) يروى بفتح الشين جمع ناشئ كخدم وخادم. يريد جماعة أحداثا. والمحفوظ بسكون الشين كأنه تسمية بالمصدر. النهأية. (كلما خرج قرن) أي ظهرت طائفة منهم. (قطع) أي استحق أن يقطع. (في عراضهم) في خداعهم. وفي بعض النسخ " أعراضهم " جمع عرض بمعنى الجيش العظيم. وهو مستعار من العرض بمعنى ناحية من الجبل أو بمعنى السحاب الذي يسد الأفق] .Kحسن
175 - | S [ش (سيماهم التحليق) السيما هي العلامة. والمراد بالتحليق حلق الرأس] .Kصحيح
176 - | S [ش (شر قتلى) التقدير هم شر قتلى. (من قتلوا) الضمير للخوارج. والعائد إلى الموصول مقدر أي خير قتيل من قتله الخوارج فأنه شهيد. (كلاب أهل النار) خبر ثأن] .Kحسن
177 - | S [ش (تضامون) أي لا تزدحمون. وروى " تضامون " أي بلحقكم ضيم وشقة. (تغلبوا) أي لا يغلبكم الشيطأن حتى تتركوهما أو تؤخروهما] .Kصحيح
178 - | S [ش (تضامون في رؤية القمر) بتقدير حرف الاستفهام] .Kصحيح
179 - | S [ش (تضارون) أي هل تضارون. أي هل يصيبكم ضرر. وفي روأية " تضارون " من الضير لغة في الضرر] .Kصحيح
180 - | S [ش (مخليا به) اسم فاعل من " أخلي " أي منفردا برؤيته من غير أن يزاحمه صاحبه في ذلك] .Kحسن
181 - | Zفي الزوائد وكيع ذكره ابن حيأن في الثقات. وباقي رجاله احتج بهم مسلمS [ش (قنوط) القنوط كالجلوس. وهو اليأس. (غيره) الغير بمعنى تغير الحال. وهو أيم من قولك غيرت الشيء فتغير حاله من القوة إلى الضعف ومن الحياة إلى الموت. والضمير لله. والمعنى أن الله تعالى يضحك من أن العبد يصير مأيوسا من الخير بأدنى شر وقع عليه. مع قرب تغييره تعالى الحال من شر إلى خير ومن مرض إلى عافية ومن بلاء ومحنة إلى سرور وفرحة. (لن نعدم) أي لن نفقد الخير من رب يضحك] .Kضعيف
182 - | S [ش (عماء) العماء السحاب. قال كثير من العلماء هذا من حديث الصفات فتؤمن به وبكل علمه إلى عاله. (ما تحته الماء) " ما " نافية لا موصولة. وكذا قوله وما فوق. (ما ثم خلق) " ثم " اسم إشارة إلى المكان. و " خلق " بمعنى مخلوق] .Kضعيف
183 - | S [ش (النجوى) النجوى اسم يقوم مقام المصدر. يريد مناجاة الله للعبيد يوم القيامة. (كنفه) أي ستره عن أهل الموقف حتى لا يطلع على سره غيره. (ثم يقرره) من التقرير بمعنى الحمل على الإقرار. (حتى إذا بلغ) أي المؤمن من الإقرار. (قال خالد في الأشهاد شيء من أنقطاع) في لفظ " على رؤس الأشهاد " أنه لم يتصل سنده. وبقية الحديث موصول بلا أنقطاع] .Kصحيح
184 - | Zقال السيوطي في مصباح الزجاجة والذي رأيته أنا في كتاب العقيلي ما نصه عبد الله بن عبيد الله أبو عاصم العبادأني منكر الحديث. وكأن» الفضل " يرى القدر. كاد أن يغلب على حديثه الوهمS [ش (قد أشرف عليهم) أي ظهر من فوقهم] .Kضعيف
185 - | S [ش (إلا شيء قدمه) أي من الأعمال. (فتستقبله) أي تظهر له. (بشق تمرة) أي نصفها أي فليتصدق به] .Kصحيح
186 - | S [ش (جنتان) مبتدأ والابتداء بالنكرة جائز إذا كان الكلام مفيد. (من فضة) يحتمل أنه خبر ل " جنتأن " بتقدير كائنتأن من فضة وقوله " أنيتهما وما فيهما " بدل اشتمال من " جنتأن ". ويحتمل أنه خبر لما بعده والجملة خبر ل - " جنتان ". (في جنة عدن) قال النووي أي والناظرون في جنة عدن فهي ظرف للناظر. وقال القرطبي في جنة عدن متعلق بمحذوف في موضع الحل من القوم. كأنه قال كائنتين في جنة عدن. (على وجهه) حال من رداء الكبرياء] .Kصحيح
187 - | Kصحيح
188 - | S [ش (وسع سمعه الأصوات) أي أحاط سمعه بالأصوات كلها لا يقوته منها شيء] .Kصحيح
189 - | S [ش (رحمتي سبقت غضبي) مفعول " كتب "] .Kحسن صحيح
190 - | Zقال السندي ليس هذا الحديث من أفراد ابن ماجه لا متنا ولا سندا. أخرجه الترمذي في التفسير. ثم قال هذا الحديث حسن غريب. لا نعرفه إلا من حديث موسى بن إبراهيم. رواه عنه كبار أهل الحديثS [ش (عيالا) عيال الرجل من يعوله. (كفاحا) أي مواجهة ليس بينهما حجاب ولا رسول] .Kحسن
191 - | Kصحيح
192 - | S [ش (يقبض الله) هذا الحديث كالتفسير لقوله تعالى {والأرض جميعا قبضته يوم القيامة والسموات مطويات بيمينه} ] .Kصحيح
193 - | S [ش (هذه) إسارة إلى السحابة. (السحاب) بالنصب أي نسميه السحاب. أو بالرفع أي هي السحاب. وكذا الوجهان في " المزن " و " العنان ". (المزن) السحاب أو أبيضه. (العنان) السحاب وزنا ومعنى. (أوعال) جمع وعل. وهو تيس الجبل. والمراد من المكلائكة على صورة الأوعال. (أظلافهن) الظلف للبقر والغنم كالحافر للفرس] .Kضعيف
