hadithnumber,arabicnumber,text,book,hadith,Al-Albani,Muhammad Muhyi Al-Din Abdul Hamid,Shuaib Al Arnaut,Zubair Ali Zai
62,62,"حدثنا محمد بن يحيى بن فارس، حدثنا عبد الله بن يزيد المقري، ح وحدثنا مسدد، حدثنا عيسى بن يونس، قالا حدثنا عبد الرحمن بن زياد، - قال ابو داود وانا لحديث ابن يحيى، اتقن - عن غطيف، - وقال محمد عن ابي غطيف الهذلي، - قال كنت عند عبد الله بن عمر فلما نودي بالظهر توضا فصلى فلما نودي بالعصر توضا فقلت له فقال كان رسول الله صلى الله عليه وسلم يقول "" من توضا على طهر كتب الله له عشر حسنات "" . قال ابو داود وهذا حديث مسدد وهو اتم",1,62,Daif,Daif,Daif,Daif
63,63,"حدثنا محمد بن العلاء، وعثمان بن ابي شيبة، والحسن بن علي، وغيرهم، قالوا حدثنا ابو اسامة، عن الوليد بن كثير، عن محمد بن جعفر بن الزبير، عن عبد الله بن عبد الله بن عمر، عن ابيه، قال سيل رسول الله صلى الله عليه وسلم عن الماء وما ينوبه من الدواب والسباع فقال صلى الله عليه وسلم "" اذا كان الماء قلتين لم يحمل الخبث "" . قال ابو داود وهذا لفظ ابن العلاء وقال عثمان والحسن بن علي عن محمد بن عباد بن جعفر . قال ابو داود وهو الصواب",1,63,Sahih,Sahih,Sahih,Isnaad Sahih
64,64,حدثنا موسى بن اسماعيل، حدثنا حماد، ح وحدثنا ابو كامل، حدثنا يزيد، - يعني ابن زريع - عن محمد بن اسحاق، عن محمد بن جعفر، - قال ابو كامل ابن الزبير - عن عبيد الله بن عبد الله بن عمر، عن ابيه، ان رسول الله صلى الله عليه وسلم سيل عن الماء يكون في الفلاة . فذكر معناه,1,64,Hasan Sahih,Hasan Sahih,Hasan,Sahih
65,65,"حدثنا موسى بن اسماعيل، حدثنا حماد، اخبرنا عاصم بن المنذر، عن عبيد الله بن عبد الله بن عمر، قال حدثني ابي ان رسول الله صلى الله عليه وسلم قال "" اذا كان الماء قلتين فانه لا ينجس "" . قال ابو داود حماد بن زيد وقفه عن عاصم",1,65,Sahih,Sahih,,Isnaad Hasan
66,66,"حدثنا محمد بن العلاء، والحسن بن علي، ومحمد بن سليمان الانباري، قالوا حدثنا ابو اسامة، عن الوليد بن كثير، عن محمد بن كعب، عن عبيد الله بن عبد الله بن رافع بن خديج، عن ابي سعيد الخدري، انه قيل لرسول الله صلى الله عليه وسلم انتوضا من بير بضاعة وهي بير يطرح فيها الحيض ولحم الكلاب والنتن فقال رسول الله صلى الله عليه وسلم "" الماء طهور لا ينجسه شىء "" . قال ابو داود وقال بعضهم عبد الرحمن بن رافع",1,66,Sahih,Sahih,,Isnaad Hasan
67,67,"حدثنا احمد بن ابي شعيب، وعبد العزيز بن يحيى الحرانيان، قالا حدثنا محمد بن سلمة، عن محمد بن اسحاق، عن سليط بن ايوب، عن عبيد الله بن عبد الرحمن بن رافع الانصاري، ثم العدوي عن ابي سعيد الخدري، قال سمعت رسول الله صلى الله عليه وسلم وهو يقال له انه يستقى لك من بير بضاعة وهي بير يلقى فيها لحوم الكلاب والمحايض وعذر الناس . قال رسول الله صلى الله عليه وسلم "" ان الماء طهور لا ينجسه شىء "" . قال ابو داود وسمعت قتيبة بن سعيد قال سالت قيم بير بضاعة عن عمقها قال اكثر ما يكون فيها الماء الى العانة . قلت فاذا نقص قال دون العورة . قال ابو داود وقدرت انا بير بضاعة بردايي مددته عليها ثم ذرعته فاذا عرضها ستة اذرع وسالت الذي فتح لي باب البستان فادخلني اليه هل غير بناوها عما كانت عليه قال لا . ورايت فيها ماء متغير اللون",1,67,Sahih,Sahih,,Hasan
68,68,"حدثنا مسدد، حدثنا ابو الاحوص، حدثنا سماك، عن عكرمة، عن ابن عباس، قال اغتسل بعض ازواج النبي صلى الله عليه وسلم في جفنة فجاء النبي صلى الله عليه وسلم ليتوضا منها - او يغتسل - فقالت له يا رسول الله اني كنت جنبا . فقال رسول الله صلى الله عليه وسلم "" ان الماء لا يجنب",1,68,Sahih,Sahih,Sahih Lighairihi,Daif
69,69,"حدثنا احمد بن يونس، حدثنا زايدة، في حديث هشام عن محمد، عن ابي هريرة، عن النبي صلى الله عليه وسلم قال "" لا يبولن احدكم في الماء الدايم ثم يغتسل منه",1,69,Sahih,Sahih,,Sahih Muslim (282)
70,70,"حدثنا مسدد، حدثنا يحيى، عن محمد بن عجلان، قال سمعت ابي يحدث، عن ابي هريرة، قال قال رسول الله صلى الله عليه وسلم "" لا يبولن احدكم في الماء الدايم ولا يغتسل فيه من الجنابة",1,70,Hasan Sahih,Hasan Sahih,Sahih,Isnaad Hasan
71,71,"حدثنا احمد بن يونس، حدثنا زايدة، - في حديث هشام - عن محمد، عن ابي هريرة، عن النبي صلى الله عليه وسلم قال "" طهور اناء احدكم اذا ولغ فيه الكلب ان يغسل سبع مرار اولاهن بتراب "" . قال ابو داود وكذلك قال ايوب وحبيب بن الشهيد عن محمد",1,71,Sahih,Sahih,Sahih,Sahih Muslim (279)
72,72,"حدثنا مسدد، حدثنا المعتمر يعني ابن سليمان، ح وحدثنا محمد بن عبيد، حدثنا حماد بن زيد، جميعا عن ايوب، عن محمد، عن ابي هريرة، بمعناه ولم يرفعاه زاد "" واذا ولغ الهر غسل مرة",1,72,Sahih Muquf,Sahih Muquf,,Isnaad Sahih
73,73,"حدثنا موسى بن اسماعيل، حدثنا ابان، حدثنا قتادة، ان محمد بن سيرين، حدثه عن ابي هريرة، ان نبي الله صلى الله عليه وسلم قال "" اذا ولغ الكلب في الاناء فاغسلوه سبع مرات السابعة بالتراب "" . قال ابو داود واما ابو صالح وابو رزين والاعرج وثابت الاحنف وهمام بن منبه وابو السدي عبد الرحمن رووه عن ابي هريرة ولم يذكروا التراب",1,73,Shadh,Shadh,Sahih,Isnaad Sahih
74,74,"حدثنا احمد بن محمد بن حنبل، حدثنا يحيى بن سعيد، عن شعبة، حدثنا ابو التياح، عن مطرف، عن ابن مغفل، ان رسول الله صلى الله عليه وسلم امر بقتل الكلاب ثم قال "" ما لهم ولها "" . فرخص في كلب الصيد وفي كلب الغنم وقال "" اذا ولغ الكلب في الاناء فاغسلوه سبع مرار والثامنة عفروه بالتراب "" . قال ابو داود وهكذا قال ابن مغفل",1,74,Sahih,Sahih,Sahih,Sahih Muslim (280)
75,75,"حدثنا عبد الله بن مسلمة القعنبي، عن مالك، عن اسحاق بن عبد الله بن ابي طلحة، عن حميدة بنت عبيد بن رفاعة، عن كبشة بنت كعب بن مالك، - وكانت تحت ابن ابي قتادة - ان ابا قتادة، دخل فسكبت له وضوءا فجاءت هرة فشربت منه فاصغى لها الاناء حتى شربت قالت كبشة فراني انظر اليه فقال اتعجبين يا ابنة اخي فقلت نعم . فقال ان رسول الله صلى الله عليه وسلم قال "" انها ليست بنجس انها من الطوافين عليكم والطوافات",1,75,Hasan Sahih,Hasan Sahih,Hasan Sahih,Isnaad Sahih
76,76,"حدثنا عبد الله بن مسلمة، حدثنا عبد العزيز، عن داود بن صالح بن دينار التمار، عن امه، ان مولاتها، ارسلتها بهريسة الى عايشة رضى الله عنها فوجدتها تصلي فاشارت الى ان ضعيها فجاءت هرة فاكلت منها فلما انصرفت اكلت من حيث اكلت الهرة فقالت ان رسول الله صلى الله عليه وسلم قال "" انها ليست بنجس انما هي من الطوافين عليكم "" . وقد رايت رسول الله صلى الله عليه وسلم يتوضا بفضلها",1,76,Sahih,Sahih,Sahih Lighairihi,Daif
77,77,حدثنا مسدد، حدثنا يحيى، عن سفيان، حدثني منصور، عن ابراهيم، عن الاسود، عن عايشة، قالت كنت اغتسل انا ورسول الله، صلى الله عليه وسلم من اناء واحد ونحن جنبان,1,77,Sahih,Sahih,Sahih,Sahih Bukhari (299)
78,78,حدثنا عبد الله بن محمد النفيلي، حدثنا وكيع، عن اسامة بن زيد، عن ابن خربوذ، عن ام صبية الجهنية، قالت اختلفت يدي ويد رسول الله صلى الله عليه وسلم في الوضوء من اناء واحد,1,78,Hasan Sahih,Hasan Sahih,Hasan,Isnaad Hasan
79,79,حدثنا مسدد، حدثنا حماد، عن ايوب، عن نافع، ح وحدثنا عبد الله بن مسلمة، عن مالك، عن نافع، عن ابن عمر، قال كان الرجال والنساء يتوضيون في زمان رسول الله صلى الله عليه وسلم - قال مسدد - من الاناء الواحد جميعا,1,79,Sahih,Sahih,Sahih,Sahih Bukhari (193)
80,80,حدثنا مسدد، حدثنا يحيى، عن عبيد الله، حدثني نافع، عن عبد الله بن عمر، قال كنا نتوضا نحن والنساء على عهد رسول الله صلى الله عليه وسلم من اناء واحد ندلي فيه ايدينا,1,80,Sahih,Sahih,Sahih,Isnaad Sahih
81,81,حدثنا احمد بن يونس، حدثنا زهير، عن داود بن عبد الله، ح وحدثنا مسدد، حدثنا ابو عوانة، عن داود بن عبد الله، عن حميد الحميري، قال لقيت رجلا صحب النبي صلى الله عليه وسلم اربع سنين كما صحبه ابو هريرة قال نهى رسول الله صلى الله عليه وسلم ان تغتسل المراة بفضل الرجل او يغتسل الرجل بفضل المراة - زاد مسدد - وليغترفا جميعا,1,81,Sahih,Sahih,Sahih,Isnaad Sahih
82,82,حدثنا ابن بشار، حدثنا ابو داود، - يعني الطيالسي - حدثنا شعبة، عن عاصم، عن ابي حاجب، عن الحكم بن عمرو، وهو الاقرع ان النبي صلى الله عليه وسلم نهى ان يتوضا الرجل بفضل طهور المراة,1,82,Sahih,Sahih,Sahih,Isnaad Hasan
