hadithnumber,text,book,hadith,arabicnumber
263,"D'après 'Abdoullâh Ibn 'Amr Ibn Al-'As (رضي الله عنهما), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Parmi les péchés capitaux figure le fait qu'un homme injure ses parents"". - ""Arrive-t-il, ô Envoyé de Dieu, qu'un homme insulte ses parents?"", s'exclama-t-on. - ""Oui, c'est quand on injure le père d'un autre qui à son tour répond en insultant le père de l'injurier et quand on injure la mère de quelqu'un qui se venge en insultant celle de l'injurier"". Celui qui meurt sans ne rien associer à Dieu entrera au Paradis, et celui qui meurt polythéiste ira en Enfer",1,169,90.01
264,,1,170,90.02
265,,1,171,91.01
266,,1,172,91.02
267,,1,173,91.03
268,,1,174,92
269,,1,175,93.01
270,,1,176,93.02
271,,1,177,93.03
272,,1,178,94.01
273,"D'après Abou Dharr (que Dieu l'agrée) : L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : Gabriel (que la paix soit sur lui) vint m'annoncer cette bonne nouvelle : ""Quiconque de ta Communauté meurt sans rien associer à Dieu, entrera au Paradis"". - ""Même, m'exclamai-je, s'il avait commis la fornication ou le vol?"". - ""Même s'il avait forniqué ou volé"", m'assura-t-il. Interdiction de tuer un polythéiste après qu'il eut témoigné qu'il n'y a d'autre divinité à part Dieu",1,179,94.02
274,"D'après Al-Miqdâd Ibn Al-'Aswad (que Dieu l'agrée) J'ai dit à l'Envoyé de Dieu : ""Figurez-vous que je me suis heurté à un polythéiste qui en m'ayant livré combat, m'amputerait la main avec son sabre, puis se réfugierait derrière un arbre où il prononcerait la profession de foi. Aurais-je droit à le tuer ou non (pour se venger) après qu'il eut prononcé la profession de foi?"". L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) me répondit par le négatif. - ""Mais, ai-je repris, il m'a coupé la main, et ce n'est qu'après cela qu'il a déclaré sa conversion à l'Islam. Pourrais-je donc le tuer?"". - ""Ne le tue pas, répéta l'Envoyé de Dieu, car si tu le tues, il sera dans l'état où tu étais avant de l'exécuter (musulman), et toi tu te trouveras dans celui où il était avant de se convertir (mécréant)",1,180,95.01
275,,1,181,95.02
276,,1,182,95.03
277,"Ousâma Ibn Zayd (رضي الله عنهما) a dit : L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) nous envoya à la tête d'un escadron contre les Al-Huraqât de la tribu de Juhayna. Nous les surprîmes au matin et les mîmes en déroute. J'attrapai un des ennemis qui s'écria aussitôt : ""Il n'y a d'autre divinité que Dieu!"". Quand même, je le tuai; mais je ne puis pour autant rester la conscience en paix. A notre retour (à Médine), je racontai cet événement au Prophète (paix et bénédiction de Dieu sur lui) qui me dit : ""A-t-il dit qu'il n'y avait d'autre divinité que Dieu et tu l'as tué quand même?!"". - ""Il ne l'a dit que pour éviter la mort!"", me justifiai-je. - ""As-tu sondé son cœur pour vérifier s'il est sincère ou non dans cette attestation?"". Le Prophète ne cessa de répéter cette réprimande au point que je souhaitai que je n'aurais embrassé l'Islam que ce jour-ci (pour qu'une telle faute sévère ne lui soit pas inscrite dans son passif de musulman). Sa'd commenta (voyant Ousâma rangé de regrets amers) : ""Moi, par Dieu! Je ne jugerai qu'un homme doit être tué sans que Dhû Al-Bûtayn (il voulait dire Ousâma qui était un gros ventru) ne le trouve tel"". Or, un homme s'exclama : Dieu n'a-t-il pas dit : {Et combattez-les jusqu'à ce qu'il ne subsiste plus d'association, et que la religion soit entièrement à Dieu...!} Et Sa'd d'ajouter : ""Nous avons évidemment combattu pour qu'il ne subsiste pas d'association; cherchez-vous, toi et tes compagnons à combattre pour qu'il y ait association?"" A propos des paroles du Prophète : ""Il n'est pas des nôtres celui qui porte les armes contre nous",1,183,96.01
278,,1,184,96.02
279,,1,185,97
280,,1,186,98
281,,1,187,99
282,,1,188,100
283,,1,189,101
284,,1,190,102
285,,1,191,103.01
286,,1,192,103.02
287,,1,193,104.01
288,,1,194,104.02
289,,1,195,104.03
290,,1,196,105.01
291,,1,197,105.02
292,,1,198,105.03
293,,1,199,106.01
294,,1,200,106.02
295,,1,201,106.03
296,,1,202,107
297,"D'après Abou Hourayra (que Dieu l'agrée) l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : ""Il est trois personnes à qui Dieu n'adressera pas la parole au Jour de la Résurrection, ni les regardera, ni les purifiera et auxquelles Il a réservé un châtiment douloureux. L'homme, se trouvant dans le désert et ayant de l'eau en surplus, la refuse à un voyageur en détresse. Un second vendant sa marchandise à un autre à qui il jure par Dieu -après l'heure du 'asr- qu'il l'avait achetée à tel ou tel prix (en vue d'un surcroît de profit), prenant ainsi l'acheteur pour dupe. Et un troisième qui, prêtant serment de fidélité à un souverain, ne le fait qu'en vue d'un profit temporel, et qui, reste fidèle tant qu'on le lui donne, sinon, il ne tient aucunement à ses engagements"". Interdiction de se suicider, celui qui se donne la mort au moyen de quelque chose, en sera torturé en Enfer. N'entrera au Paradis qu'une âme Soumise (musulmane)",1,203,108.01
298,,1,204,108.02
299,,1,205,108.03
300,"D'après Abou Hourayra (que Dieu l'agrée), le Prophète (paix et bénédiction de Dieu sur lui) a dit : ""Quiconque se suicida d'un tranchant, s'en percera incessamment le ventre dans le feu de la Géhenne où il demeurera éternellement. Quiconque s'empoisonna, absorbera incessamment ce poison dans le feu de la Géhenne où il demeurera éternellement. Quiconque se donna la mort en se précipitant du haut d'une montagne, se précipitera incessamment dans le feu de la Géhenne où il demeurera éternellement",1,206,109.01
301,,1,207,109.02
302,,1,208,110.01
303,,1,209,110.02
304,,1,210,110.03
305,,1,212,111
306,"D'après Sahl Ibn Sa'd As-Sâ'idî (que Dieu l'agrée), A l'issue d'un combat mené contre les polythéistes, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) se dirigea vers son campement, et les ennemis firent de même. Il y eut sous la bannière de l'Envoyé de Dieu un homme qui ne cessa de poursuivre n'importe quel membre isolé de la troupe ennemie en vue de l'exécuter de son sabre. On dit alors : ""Certes, untel nous a surpassés aujourd'hui en mérite (à cause de sa bravoure)"". - ""Pourtant, cet homme ira en Enfer"", dit le Prophète (paix et bénédiction de Dieu sur lui). - ""Moi, s'écria un des fidèles, je vais suivre de près cet homme"". Et à vrai dire, il put emboîter le pas à cet homme, jusqu'au moment où celui-ci, étant grièvement blessé; se hâta de mettre un terme à sa souffrance et enfonça son sabre dans le sol de telle sorte que sa pointe soit dirigée au sein de sa poitrine, et s'enferra lui-même. Et ainsi trouva-t-il la mort. L'autre homme retourna à l'Envoyé de Dieu et lui dit : ""Je témoigne que tu es l'Envoyé de Dieu"". - ""Pourquoi tu le dis en ce moment?"", demanda le Prophète. - ""L'homme dont tu as dit tout à l'heure qu'il sera parmi les damnés de l'Enfer, répondit l'homme; ce qui a suscité l'étonnement des fidèles, et alors je me suis décider de le suivre (pour percer son secret). Je l'ai poursuivi donc jusqu'à ce qu'il avait reçu une grave blessure. Et alors voulant devancer son trépas, il enfonça son sabre dans le sol de telle sorte que sa pointe soit dirigé vers le sein de sa poitrine et il rendit ainsi le dernier soupir. A ce moment, l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) commenta en disant : ""Il se peut qu'un homme suit apparemment la conduite des gens du Paradis, mais en vérité il sera parmi les damnés de l'Enfer; et qu'un autre suit apparemment la conduite des gens de l'Enfer, alors qu'il sera parmi les bienheureux du Paradis",1,213,112
307,"D'après Jundab (que Dieu l'agrée), l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) a dit : Il y avait, parmi ceux qui vous ont précédés, un homme qui eut une tumeur inflammatoire. Ne pouvant supporter la douleur, il tira une flèche de son carquois et perça sa tumeur. L'effusion de sang ne cessa pas alors et il en meurt. Dieu dit à son sujet : ""Je l'ai privé du Paradis"". Interdiction de voler du butin. N'entreront au Paradis que les Croyants",1,214,113.01
308,,1,215,113.02
309,,1,216,114
310,"Abou Hourayra (que Dieu l'agrée) a dit : Nous sortîmes avec le Prophète (paix et bénédiction de Dieu sur lui) pour la conquête de Khaybar et Dieu nous accorda la victoire. Pourtant, nous n'eûmes pour butin ni or ni argent, mais surtout des objets, des aliments et des vêtements. Nous prîmes ensuite avec l'Envoyé de Dieu la direction de Wâdî Al-Qurâ. Celui-ci (paix et bénédiction de Dieu sur lui) était accompagné d'un esclave que lui avait donné Rifâ'a Ibn Zayd, originaire des Judhâm de la tribu des Banû Ad-Dubayb. A Wâdî Al-Qurâ, cet esclave fut atteint d'une flèche pendant qu'il ôtait la selle de l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui). Les fidèles s'écrièrent alors : ""Heureux homme! Il est martyr, ô Envoyé de Dieu!"" - ""Pas du tout, répondit le Prophète (paix et bénédiction de Dieu sur lui). J'en jure par Celui qui tient l'âme de Muhammad en Son pouvoir, certes la pèlerine qu'il a dérobée du butin au jour de Khaybar -avant le partage- lui consumera le corps!"". A ces paroles, les fidèles furent choqués. Un homme vint alors trouver le Prophète, tenant à la main un ou deux courroies de sandales. ""Ô Envoyé de Dieu! Voilà, dit cet homme, ce que j'ai dérobé au jour de la prise de Khaybar"". - ""C'est une courroie de feu (ou ce sont deux courroies de feu)"", dit le Prophète. Crainte qu'éprouve le Croyant de perdre les fruits de ses œuvres",1,217,115
311,,1,218,116
312,,1,219,117
313,,1,220,118
314,"Anas Ibn Mâlik (que Dieu l'agrée) a dit : Après la révélation de ce verset : Ô vous qui avez cru! N'élevez pas vos voix au-dessus de la voix du Prophète,... Thâbit Ibn Qays se retira dans sa maison et dit : ""Ah! Je serai au nombre des damnés!"" Il s'est abstenu d'aller voir le Prophète (paix et bénédiction de Dieu sur lui). Se rendant compte de son absence, l'Envoyé de Dieu demanda de ses nouvelles à Sa'd Ibn Mu'âdh, en disant : ""Ô Abou 'Amr! Est-ce que Thâbit est malade?"". - ""Il est mon voisin, répliqua Sa'd, et je n'ai pas entendu qu'il souffre"". Sa'd se rendit aussitôt à son voisin et l'informa de ce que l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) avait dit. Thâbit s'exprima ainsi : ""Ne voyez-vous pas que je suis visé par ce verset car c'est ma voix qui s'élève le plus souvent au-dessus de celle du Prophète (paix et bénédiction de Dieu sur lui)? Je serai donc l'un des damnés!"". Sa'd revint auprès du Prophète (paix et bénédiction de Dieu sur lui) et lui fit part de ce que Thâbit avait dit. L'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dit : ""Non, il sera au nombre des bienheureux du Paradis"". Le Croyant sera-t-il châtié pour ce qu'il avait commis à l'époque préislamique",1,221,119.01
315,,1,222,119.02
316,,1,223,119.03
317,,1,224,119.04
318,"D'après 'Abdoullâh Ibn Mas'oûd (que Dieu l'agrée), Quelques personnes s'adressèrent à l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) en disant : ""Ô Envoyé de Dieu! Serons-nous punis pour ce que nous avons fait au temps de l'idolâtrie?"" - ""Celui, répondit-il, qui fait le bien après sa conversion à l'Islam, n'en sera pas puni. Mais celui qui pèche (après sa conversion à l'Islam), ses fautes commises avant et après l'Islam seront toutes punies"". L'Islam, l'émigration et le Hajj annulent les péchés qui les ont précédés",1,225,120.01
319,,1,226,120.02
320,,1,227,120.03
321,,1,228,121
322,"D'après Ibn 'Abbâs (رضي الله عنهما), Des polythéistes qui avaient commis nombre de meurtres et nombre d'adultères, vinrent trouver Muhammad (paix et bénédiction de Dieu sur lui) et lui dirent : ""Ce que vous nous dites et ce à quoi vous nous invitez est bien; mais veuillez nous indiquer comment racheter nos fautes"". C'est alors que fut révélé ce verset : Qui n'invoquent pas d'autre dieu avec Dieu et ne tuent pas la vie que Dieu a rendue sacrée, sauf à bon droit; et qui ne commettent pas de fornication - car quiconque fait cela encourra une punition et ce verset : Ô Mes serviteurs qui avez commis des excès à votre propre détriment ne désespérez pas de la miséricorde de Dieu... Jugement porté sur les œuvres du polythéiste avant qu'il ne se convertisse à l'Islam",1,229,122
323,,1,230,123.01
324,,1,231,123.02
325,,1,232,123.03
326,,1,233,123.04
327,,1,234,124.01
328,,1,235,124.02
329,,1,236,125
330,,1,237,126
331,,1,238,127.01
332,,1,239,127.02
333,,1,240,127.03
334,,1,241,128.01
335,,1,242,128.02
336,,1,243,129
337,,1,244,130
338,,1,245,131.01
339,,1,246,131.02
340,,1,247,132.01
341,,1,248,132.02
342,,1,249,133
343,,1,250,134.01
344,,1,251,134.02
345,,1,252,134.03
346,,1,253,134.04
347,,1,254,135.01
348,,1,255,135.02
349,,1,256,135.03
350,,1,257,135.04
351,,1,258,136.01
352,,1,259,136.02
353,,1,260,137.01
354,,1,261,137.02
355,,1,262,138.01
356,,1,263,138.02
357,,1,264,138.03
358,,1,265,139.01
359,,1,266,139.02
360,,1,267,140
361,,1,268,141.01
362,,1,269,141.02
363,,1,270,142.01
364,,1,271,142.02
365,,1,272,142.03
366,,1,273,142.04
367,"Houdhayfa (que Dieu l'agrée) a dit : l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) nous fit deux récits que j'ai vu l'un et j'attends l'autre. Il nous dit : ""L'Honnêteté (de faire le bien et d'éviter le mal) fut déposée dans le fin fond des cœurs des hommes; puis, ils connurent son existence grâce au Coran et à la Sunna"". Ensuite, il nous expliqua comment cette Honnêteté disparaîtra-t-elle, en ces termes : ""On enlèvera l'Honnêteté du cœur de l'homme, pendant qu'il dort de sorte qu'il n'en restera que la trace d'une petite tache. Puis, pendant qu'il est encore endormi, on lui enlèvera son reste dont il ne restera qu'une trace pareille à une ampoule -comparable à la vésicule que produit le charbon ardent quand il roule sur la jambe qui se couvre alors de pustules que tu vois renflés d'air"". Il prit alors un caillou et le fit rouler sur sa jambe, puis reprit : Au lendemain, les gens se réveilleront et se livreront à leurs affaires (commerciales) et presque personne n'y appliquera l'Honnêteté; au point d'arriver à dire : ""Il y a chez les Banû untel un homme digne de confiance!""; et à juger d'un homme, en disant : ""Qu'il est endurant! Qu'il est aimable! Qu'il est raisonnable!""; et cependant cet homme n'aura pas dans le cœur le poids d'un grain de moutarde de foi. Il m'est venu un temps où je ne me souciais de savoir avec qui je contracte des actes de commerce : s'il est musulman, il sera retenu par l'Islam; s'il est chrétien ou juif, il sera retenu par son chef. Mais, aujourd'hui je ne fais plus de contrats qu'avec untel et untel parmi vous"". L'Islam, né ""étranger"", redeviendra ""étranger"" et se concentrera dans Médine",1,274,143.01
368,,1,275,143.02
369,"Houdhayfa (que Dieu l'agrée) a dit : Un jour que nous étions chez 'Omar (que Dieu l'agrée), il nous demanda : ""Lequel parmi vous a entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) parler des épreuves?"". Quelques-uns répondirent : ""Nous l'avons entendu"".- ""Il se peut, répliqua-t-il, que vous voulez dire l'épreuve de l'homme dans sa famille et son voisin"". Ils répliquèrent par l'affirmatif. ""Les péchés issus de ce type d'épreuves peuvent être expiées par la prière, le jeûne et l'aumône. Mais qui d'entre vous a entendu le Prophète (paix et bénédiction de Dieu sur lui) parler des épreuves (nombreuses et répandues) qui s'agitent telles les ondes de la mer?"". Houdhayfa poursuivit : Les hommes gardèrent le silence, tandis que je lui répondis : ""Moi (l'ai entendu)"". - ""Toi?; dit 'Omar, que Dieu garde ton père!"". Houdhayfa dit alors : J'ai entendu l'Envoyé de Dieu (paix et bénédiction de Dieu sur lui) dire : ""Les épreuves troublantes seront exposées aux cœurs (des Croyants) et les biens marqueront comme les traces que laissent les joncs de la natte sur le flanc du dormeur. Tout cœur qui en sera passionnément épris, sera marqué d'un point noir, et tout cœur qui les repoussera, sera marqué d'un point blanc. De sorte qu'à ces épreuves, deux cœurs feront face : le premier au point blanc sera comparable au rocher (inébranlable et lisse); aucune épreuve ne le nuira donc jamais aussi longtemps que dureront les cieux et la terre, tandis que l'autre au point noir deviendra presque grisâtre et sera comparable à une gargoulette renversée, incapable de distinguer le convenable du blâmable tant que ni l'un ni l'autre ne correspond à ses propres désirs",1,276,144.01
370,,1,277,144.02
371,,1,278,144.03
372,,1,279,145
373,,1,280,146
374,,1,281,147
375,,1,282,148.01
376,,1,283,148.02
377,"D'après Houdhayfa (que Dieu l'agrée), Pendant que nous étions chez le Prophète (paix et bénédiction de Dieu sur lui), il nous dit : ""Dénombrez-moi tous ceux qui professent l'Islam"". Nous répondîmes alors : ""Que regrettes-tu pour nous, alors que nous comptons de six à sept cent fidèles?"". - ""Vous ne savez pas! Il se peut que vous soyez éprouvés"". Houdhayfa ajouta : ""Et à vrai dire, nous avons passé par des épreuves troublantes au point que le fidèle ne faisait la prière qu'en sourdine"". Incitation à gagner les cœurs de foi incertaine et interdiction de juger le degré de la foi de quiconque sans preuve décisive",1,284,149
